Calibration,Detector,Clock,Dataset,w,F1,ADD,Seed
Cal. A,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,26
Cal. A,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,26
Cal. B,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,26
Cal. B,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,26
Cal. B,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,26
Cal. B,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,26
IID,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,27
IID,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,27
IID,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,27
IID,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,27
Cal. A,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,27
Cal. A,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,27
Cal. A,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,27
Cal. A,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,27
Cal. B,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,27
Cal. B,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,27
Cal. B,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,27
Cal. B,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,27
IID,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,28
IID,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,28
IID,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,28
IID,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,28
Cal. A,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,28
Cal. A,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,28
Cal. A,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,28
Cal. A,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,28
Cal. B,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,28
Cal. B,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,28
Cal. B,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,28
Cal. B,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,28
IID,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,29
IID,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,29
IID,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,29
IID,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,29
Cal. A,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,29
Cal. A,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,29
Cal. A,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,29
Cal. A,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,29
Cal. B,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,29
Cal. B,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,29
Cal. B,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,29
Cal. B,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,29
IID,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,30
IID,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,30
IID,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,30
IID,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,30
Cal. A,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,30
Cal. A,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,30
Cal. A,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,30
Cal. A,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,30
Cal. B,KSWIN_a_0.001,1,VNQ->SPY,1000,1.0,15.0,30
Cal. B,KSWIN_a_0.005,1,VNQ->SPY,1000,1.0,14.0,30
Cal. B,KSWIN_a_0.01,1,VNQ->SPY,1000,1.0,13.0,30
Cal. B,KSWIN_a_0.05,1,VNQ->SPY,1000,1.0,11.0,30
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,1
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,1
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,1
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,1
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,1
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,1
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,1
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,1
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,1
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,1
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,1
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,1
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,2
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,2
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,2
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,2
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,2
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,2
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,2
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,2
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,2
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,2
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,2
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,2
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,3
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,3
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,3
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,3
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,3
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,3
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,3
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,3
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,3
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,3
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,3
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,3
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,4
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,4
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,4
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,4
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,4
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,4
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,4
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,4
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,4
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,4
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,4
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,4
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,5
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,5
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,5
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,5
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,5
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,5
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,5
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,5
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,5
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,5
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,5
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,5
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,6
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,6
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,6
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,6
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,6
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,6
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,6
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,6
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,6
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,6
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,6
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,6
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,7
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,7
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,7
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,7
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,7
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,7
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,7
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,7
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,7
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,7
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,7
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,7
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,8
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,8
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,8
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,8
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,8
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,8
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,8
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,8
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,8
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,8
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,8
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,8
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,9
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,9
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,9
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,9
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,9
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,9
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,9
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,9
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,9
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,9
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,9
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,9
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,10
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,10
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,10
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,10
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,10
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,10
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,10
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,10
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,10
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,10
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,10
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,10
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,11
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,11
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,11
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,11
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,11
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,11
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,11
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,11
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,11
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,11
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,11
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,11
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,12
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,12
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,12
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,12
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,12
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,12
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,12
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,12
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,12
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,12
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,12
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,12
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,13
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,13
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,13
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,13
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,13
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,13
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,13
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,13
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,13
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,13
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,13
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,13
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,14
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,14
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,14
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,14
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,14
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,14
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,14
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,14
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,14
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,14
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,14
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,14
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,15
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,15
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,15
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,15
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,15
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,15
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,15
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,15
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,15
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,15
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,15
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,15
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,16
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,16
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,16
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,16
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,16
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,16
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,16
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,16
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,16
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,16
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,16
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,16
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,17
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,17
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,17
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,17
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,17
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,17
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,17
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,17
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,17
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,17
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,17
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,17
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,18
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,18
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,18
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,18
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,18
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,18
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,18
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,18
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,18
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,18
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,18
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,18
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,19
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,19
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,19
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,19
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,19
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,19
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,19
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,19
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,19
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,19
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,19
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,19
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,20
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,20
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,20
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,20
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,20
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,20
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,20
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,20
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,20
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,20
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,20
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,20
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,21
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,21
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,21
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,21
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,21
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,21
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,21
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,21
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,21
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,21
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,21
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,21
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,22
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,22
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,22
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,22
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,22
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,22
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,22
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,22
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,22
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,22
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,22
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,22
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,23
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,23
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,23
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,23
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,23
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,23
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,23
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,23
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,23
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,23
Cal. B,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,23
Cal. B,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,23
IID,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,24
IID,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,24
IID,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,24
IID,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,24
Cal. A,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,24
Cal. A,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,24
Cal. A,KSWIN_a_0.01,1,VNQ->PFF,1000,1.0,13.0,24
Cal. A,KSWIN_a_0.05,1,VNQ->PFF,1000,1.0,11.0,24
Cal. B,KSWIN_a_0.001,1,VNQ->PFF,1000,1.0,15.0,24
Cal. B,KSWIN_a_0.005,1,VNQ->PFF,1000,1.0,14.0,24
